,game,model,experiment,episode,metric,value
24,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_4,Aborted,0.0
25,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_4,Success,0.0
26,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_4,Lose,1.0
27,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_4,Main Score,0.0
28,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_1,Request Count,48.0
29,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_1,Violated Request Count,0.0
30,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_1,Parsed Request Count,48.0
31,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_1,Aborted,0.0
32,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_1,Success,1.0
33,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_1,Lose,0.0
34,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_1,Main Score,57.142857142857146
35,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_6,Request Count,69.0
36,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_6,Violated Request Count,0.0
37,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_6,Parsed Request Count,69.0
38,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_6,Aborted,0.0
39,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_6,Success,0.0
40,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_6,Lose,1.0
41,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_6,Main Score,0.0
42,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_8,Request Count,101.0
43,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_8,Violated Request Count,0.0
44,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_8,Parsed Request Count,101.0
45,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_8,Aborted,0.0
46,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_8,Success,0.0
47,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_8,Lose,1.0
48,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_8,Main Score,0.0
49,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_9,Request Count,61.0
50,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_9,Violated Request Count,0.0
51,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_9,Parsed Request Count,61.0
52,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_9,Aborted,0.0
53,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_9,Success,0.0
54,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_9,Lose,1.0
55,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_9,Main Score,0.0
56,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_7,Request Count,56.0
57,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_7,Violated Request Count,0.0
58,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_7,Parsed Request Count,56.0
59,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_7,Aborted,0.0
60,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_7,Success,0.0
61,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_7,Lose,1.0
62,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_7,Main Score,0.0
63,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_0,Request Count,44.0
64,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_0,Violated Request Count,0.0
65,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_0,Parsed Request Count,44.0
66,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_0,Aborted,0.0
67,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_0,Success,0.0
68,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_0,Lose,1.0
69,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,2_large,episode_0,Main Score,0.0
70,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_5,Request Count,61.0
71,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_5,Violated Request Count,0.0
72,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_5,Parsed Request Count,61.0
73,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_5,Aborted,0.0
74,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_5,Success,0.0
75,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_5,Lose,1.0
76,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_5,Main Score,0.0
77,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_2,Request Count,44.0
78,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_2,Violated Request Count,0.0
79,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_2,Parsed Request Count,44.0
80,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_2,Aborted,0.0
81,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_2,Success,0.0
82,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_2,Lose,1.0
83,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_2,Main Score,0.0
84,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_3,Request Count,61.0
85,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_3,Violated Request Count,0.0
86,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_3,Parsed Request Count,61.0
87,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_3,Aborted,0.0
88,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_3,Success,0.0
89,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_3,Lose,1.0
90,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_3,Main Score,0.0
91,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_4,Request Count,61.0
92,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_4,Violated Request Count,0.0
93,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_4,Parsed Request Count,61.0
94,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_4,Aborted,0.0
95,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_4,Success,0.0
96,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_4,Lose,1.0
97,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_4,Main Score,0.0
98,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_1,Request Count,61.0
99,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_1,Violated Request Count,0.0
100,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_1,Parsed Request Count,61.0
101,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_1,Aborted,0.0
102,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_1,Success,0.0
103,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_1,Lose,1.0
104,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_1,Main Score,0.0
105,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_6,Request Count,69.0
106,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_6,Violated Request Count,0.0
107,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_6,Parsed Request Count,69.0
108,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_6,Aborted,0.0
109,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_6,Success,0.0
110,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_6,Lose,1.0
111,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_6,Main Score,0.0
112,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_8,Request Count,32.0
113,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_8,Violated Request Count,0.0
114,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_8,Parsed Request Count,32.0
115,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_8,Aborted,0.0
116,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_8,Success,0.0
117,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_8,Lose,1.0
118,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_8,Main Score,0.0
119,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_9,Request Count,72.0
120,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_9,Violated Request Count,0.0
121,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_9,Parsed Request Count,72.0
122,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_9,Aborted,0.0
123,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_9,Success,0.0
124,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_9,Lose,1.0
125,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_9,Main Score,0.0
126,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_7,Request Count,52.0
127,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_7,Violated Request Count,0.0
128,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_7,Parsed Request Count,52.0
129,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_7,Aborted,0.0
130,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_7,Success,0.0
131,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_7,Lose,1.0
132,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_7,Main Score,0.0
133,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_0,Request Count,101.0
134,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_0,Violated Request Count,0.0
135,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_0,Parsed Request Count,101.0
136,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_0,Aborted,0.0
137,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_0,Success,0.0
138,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_0,Lose,1.0
139,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,14_far,episode_0,Main Score,0.0
140,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_5,Request Count,69.0
141,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_5,Violated Request Count,0.0
142,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_5,Parsed Request Count,69.0
143,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_5,Aborted,0.0
144,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_5,Success,0.0
145,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_5,Lose,1.0
146,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_5,Main Score,0.0
147,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_2,Request Count,69.0
148,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_2,Violated Request Count,0.0
149,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_2,Parsed Request Count,69.0
150,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_2,Aborted,0.0
151,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_2,Success,0.0
152,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_2,Lose,1.0
153,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_2,Main Score,0.0
154,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_3,Request Count,209.0
155,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_3,Violated Request Count,0.0
156,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_3,Parsed Request Count,209.0
157,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_3,Aborted,0.0
158,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_3,Success,0.0
159,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_3,Lose,1.0
160,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_3,Main Score,0.0
161,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_4,Request Count,64.0
162,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_4,Violated Request Count,0.0
163,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_4,Parsed Request Count,64.0
164,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_4,Aborted,0.0
165,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_4,Success,0.0
166,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_4,Lose,1.0
167,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_4,Main Score,0.0
168,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_1,Request Count,16.0
169,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_1,Violated Request Count,0.0
170,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_1,Parsed Request Count,16.0
171,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_1,Aborted,0.0
172,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_1,Success,1.0
173,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_1,Lose,0.0
174,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_1,Main Score,100.0
175,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_6,Request Count,84.0
176,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_6,Violated Request Count,0.0
177,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_6,Parsed Request Count,84.0
178,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_6,Aborted,0.0
179,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_6,Success,0.0
180,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_6,Lose,1.0
181,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_6,Main Score,0.0
182,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_8,Request Count,32.0
183,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_8,Violated Request Count,0.0
184,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_8,Parsed Request Count,32.0
185,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_8,Aborted,0.0
186,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_8,Success,1.0
187,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_8,Lose,0.0
188,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_8,Main Score,100.0
189,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_9,Request Count,80.0
190,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_9,Violated Request Count,0.0
191,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_9,Parsed Request Count,80.0
192,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_9,Aborted,0.0
193,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_9,Success,0.0
194,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_9,Lose,1.0
195,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_9,Main Score,0.0
196,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_7,Request Count,28.0
197,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_7,Violated Request Count,0.0
198,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_7,Parsed Request Count,28.0
199,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_7,Aborted,0.0
200,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_7,Success,0.0
201,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_7,Lose,1.0
202,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_7,Main Score,0.0
203,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_0,Request Count,32.0
204,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_0,Violated Request Count,0.0
205,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_0,Parsed Request Count,32.0
206,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_0,Aborted,0.0
207,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_0,Success,0.0
208,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_0,Lose,1.0
209,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,10_ladder,episode_0,Main Score,0.0
210,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_5,Request Count,61.0
211,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_5,Violated Request Count,0.0
212,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_5,Parsed Request Count,61.0
213,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_5,Aborted,0.0
214,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_5,Success,0.0
215,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_5,Lose,1.0
216,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_5,Main Score,0.0
217,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_2,Request Count,61.0
218,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_2,Violated Request Count,0.0
219,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_2,Parsed Request Count,61.0
220,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_2,Aborted,0.0
221,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_2,Success,0.0
222,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_2,Lose,1.0
223,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_2,Main Score,0.0
224,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_3,Request Count,61.0
225,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_3,Violated Request Count,0.0
226,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_3,Parsed Request Count,61.0
227,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_3,Aborted,0.0
228,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_3,Success,0.0
229,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_3,Lose,1.0
230,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_3,Main Score,0.0
231,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_4,Request Count,61.0
232,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_4,Violated Request Count,0.0
233,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_4,Parsed Request Count,61.0
234,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_4,Aborted,0.0
235,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_4,Success,0.0
236,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_4,Lose,1.0
237,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_4,Main Score,0.0
238,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_1,Request Count,213.0
239,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_1,Violated Request Count,0.0
240,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_1,Parsed Request Count,213.0
241,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_1,Aborted,0.0
242,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_1,Success,0.0
243,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_1,Lose,1.0
244,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_1,Main Score,0.0
245,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_6,Request Count,69.0
246,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_6,Violated Request Count,0.0
247,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_6,Parsed Request Count,69.0
248,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_6,Aborted,0.0
249,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_6,Success,0.0
250,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_6,Lose,1.0
251,escape_room,InternVL3-14B-t0.0--InternVL3-14B-t0.0,4_medium_ambiguity,episode_6,Main Score,0.0
